video_id,video_url,date_time,pinned,views,likes,comments,caption,privacy
7491631496298564872,https://www.tiktok.com/@shawnlemuel/video/7491631496298564872,"Apr 10, 6:36 PM",No,738,21,2,"🎉🍕 2 Lucky Student Winners will each enjoy a $30 voucher at La Pizzaiola! 😋 To stand a chance to win, simply follow these 3 steps: 1️⃣ Follow both this account & @lapizzaiolasg 2️⃣ Like this post ❤️ 3...",N/A
7490529930057370887,https://www.tiktok.com/@shawnlemuel/video/7490529930057370887,"Apr 7, 7:21 PM",No,809,26,0,$4.5 mee hoon kueh dry comes with soup #wheretoeat #meehoonkueh #singapore #shawnlemuel,N/A
7490072673398181128,https://www.tiktok.com/@shawnlemuel/video/7490072673398181128,"Apr 6, 1:47 PM",No,936,45,1,"欢樂家 Café Jubilant 9 Raffles Blvd, 01-46/47/48/49/50 Millenia Walk, Singapore 039596 #singapore #eatwheresg",N/A
7489755480756210952,https://www.tiktok.com/@shawnlemuel/video/7489755480756210952,"Apr 5, 5:16 PM",No,811,26,0,Saturday rest and fellowship! #singapore #filipinofood #lutongbahay,N/A
7489015257722227976,https://www.tiktok.com/@shawnlemuel/video/7489015257722227976,"Apr 3, 5:24 PM",No,37K,1020,34,"This hidden gem serves quality filipino food and forr a limited time only, enjoy their unlimited soup (Sinigang and Bulalo) with every order. Menu is also refreshed daily to ensure a different experie...",N/A
7488939035453492488,https://www.tiktok.com/@shawnlemuel/video/7488939035453492488,"Apr 3, 12:28 PM",No,840,29,1,"Decided to have a birthday celebration at Alkove since they had a value for money dinner set promo 🎉😍 Especially loved the giant snitzel chicken, it’s larger than my hand! 🛒 ORDER SUMMARY Drinks & Bev...",N/A
7488663442887331079,https://www.tiktok.com/@shawnlemuel/video/7488663442887331079,"Apr 2, 6:38 PM",No,1354,48,2,**🦢 DID YOU KNOW? Peking Duck Was Once a Forbidden Luxury Reserved ONLY for Chinese Emperors!** This iconic dish traces back to **Yuan Dynasty (1271-1368)** when imperial chefs perfected the roasting ...,N/A
7488275779952921874,https://www.tiktok.com/@shawnlemuel/video/7488275779952921874,"Apr 1, 5:34 PM",No,752,18,2,🍕🔥 PIZZA PERFECTION: SEAFOOD MENTAIKO EDITION! 🔥🍕 Who knew pizza could get THIS luxurious? 😍 Dive into Alkove Bistro’s Pizza Seafood Mentaiko—loaded with fresh assorted seafood 🦐🐙 and drizzled with th...,N/A
7484554665833663751,https://www.tiktok.com/@shawnlemuel/video/7484554665833663751,"Mar 22, 4:54 PM",No,812,25,2,*Minimum spend on selected dishes and discount applies only for selected dishes. Please check with the restaurant for more information *** 🍜✨ Craving a unique fusion of Thai & Teochew flavors? Dive in...,N/A
7484056333780552968,https://www.tiktok.com/@shawnlemuel/video/7484056333780552968,"Mar 21, 8:41 AM",No,624,12,1,"🍕✨ The Sofia Loren Pizza is a flavor BOMB! 😍 Ricotta-studded crust, creamy burrata, zesty anchovies, & a sprinkle of black pepper 🌶… finished with fresh basil, oregano, & EVOO. 🤤💛 Tag your pizza buddy...",N/A
7483766168847813906,https://www.tiktok.com/@shawnlemuel/video/7483766168847813906,"Mar 20, 1:54 PM",No,809,20,0,"🦀8picurean Crab Cake with Chilli Crab Sauce ✨ ‘It tastes different, yet so familiar.’ Dive into this UNIQUE Chili Crab Cake with 96% blue swimming crab meat! 🎉 Created for National Day, this dish is a...",N/A
7483429229493849362,https://www.tiktok.com/@shawnlemuel/video/7483429229493849362,"Mar 19, 4:07 PM",No,637,25,5,Reservations Here -> +65 9817 8779 🍴✨ Ready to taste the UNIQUE? Dive into 8picure’s one-of-a-kind Singaporean-Italian fusion dishes you WON’T find anywhere else! 🦀🍝 From the 8picurean Crabcake with C...,N/A
7483311175665454354,https://www.tiktok.com/@shawnlemuel/video/7483311175665454354,"Mar 19, 8:29 AM",No,708,26,1,Ever tried a pizza that’s literally a flavor explosion? 🍕💥 @il Clay Supper Club The Six Stars ($28/$42) isn’t just a pizza—it’s a masterpiece! 🎨 Created by Chef Ciro during his time at one of the *Lea...,N/A
7481317769410039047,https://www.tiktok.com/@shawnlemuel/video/7481317769410039047,"Mar 13, 11:33 PM",No,47K,872,67,"🍽️✨🇵🇭 From mouthwatering *lechon* to savory *puso* (hanging rice), every bite tells a story of tradition and passion. 🐷🌾 📍 Singapore Expo ⏰ Monday to Saturday | 11:30 AM - 9:30 PM 🏝️ Founded with love...",N/A
7480559957377649927,https://www.tiktok.com/@shawnlemuel/video/7480559957377649927,"Mar 11, 10:33 PM",No,3077,53,1,"🔥🐣 Bangkok’s viral Running Egg has cracked into Jurong East! 🥚✨ 🎉 New menu alert! Indulge in Thai MAMA Noodles 🍜 & crispy Luncheon Meat Chips 🍖—paper-thin, golden perfection! 🥢 Here’s what’s on the me...",N/A
7473884679008144658,https://www.tiktok.com/@shawnlemuel/video/7473884679008144658,"Feb 21, 10:49 PM",No,488,20,1,"Discover Singapore’s 1st Mystery “Blind Box” Bingsu Cafe🍧 ✨ Order any bingsu and get a surprise Nana & Friends plushie through a cute vending machine! 🎁🍧 Try exciting flavors like Mango, Matcha, Straw...",N/A
7473534932359466248,https://www.tiktok.com/@shawnlemuel/video/7473534932359466248,"Feb 21, 12:12 AM",No,704,24,2,"✨ Discover Alkove, where good food meets good people. Nestle in with a cup of coffee, savor our French onion soup, and indulge in our delicate pastries. 🥐☕️ 🚀 Don’t miss out on our offers: “Weekdays 1...",N/A
7472790492942454023,https://www.tiktok.com/@shawnlemuel/video/7472790492942454023,"Feb 19, 12:03 AM",No,1002,24,1,"✨ Discover the charm of 馥苑 Fu Yuan Teochew Dining ✨ 🍽 Reservation Promo 🍽 Book on Chope to enjoy a Complimentary Creamy Pumpkin Boston Lobster 金瓜奶油波龙! Use Promo Code ""FYLOBSTER"". Reserve your table no...",N/A
7472257694632660242,https://www.tiktok.com/@shawnlemuel/video/7472257694632660242,"Feb 17, 1:36 PM",No,947,68,3,"🍽️ Discover the flavor-packed world of halal Japanese BBQ at Waku Waku Yakiniku! 🔥 Located at 27 Bali Ln, Singapore, we're serving mouth-watering yakiniku that's perfect for every meat lover. 🇯🇵🥩 @Wak...",N/A
7472242250739715336,https://www.tiktok.com/@shawnlemuel/video/7472242250739715336,"Feb 17, 12:36 PM",No,1960,79,3,"✨ Indulge in the flavors of Cantonese cuisine at Fook Kin! 🍽 📍 Location: 111 Killiney Rd, Singapore 239553 🍜 Featured Dishes: 300g Char Siew 300g Roast Pork Duck Drum (Herbal Dang Gui) Fried Rice Brai...",N/A
7470384015841742098,https://www.tiktok.com/@shawnlemuel/video/7470384015841742098,"Feb 12, 12:25 PM",No,19K,125,3,"Meet Francis, the heart behind Tea Cottage! ❤️🍵 In 2011, he started a mission to promote health and wellness after his father’s health transformed with quality tea—clearing all nine heart blockages! 💪...",N/A
7470011651572485383,https://www.tiktok.com/@shawnlemuel/video/7470011651572485383,"Feb 11, 12:20 PM",No,913,15,6,"🎉 **Exciting News!** 🎉 Mei Wei Bites, your go-to brand for delicious frozen Xiao Long Bao and Shui Jiao in the Philippines, is now open for franchise arrangements! 🌟 Calling all Singapore Overseas Fil...",N/A
7468916670417882386,https://www.tiktok.com/@shawnlemuel/video/7468916670417882386,"Feb 8, 1:31 PM",No,1073,55,2,"BREAKFAST HACK ALERT! 🚨 Ichigo by Tea Cottage at Suntec Basement 1 serves the CHEAPEST Kopi O in Suntec for just 0.80 ☕️ and Americano at1.90! 🤑 Plus, their super value breakfast set is ONLY $4.50! 🥪🍳...",N/A
7460172445622783250,https://www.tiktok.com/@shawnlemuel/video/7460172445622783250,"Jan 15, 11:59 PM",No,3986,98,5,Genuinely wondering if this is the next viral trend 😅 📍25 Bali Lane @Imsethsy in SG | 🇵🇭 in 🇸🇬 @kowboy.sg #wheretoeat #wagyubeef #burger #ufo #kowboy,N/A
7460087956921961746,https://www.tiktok.com/@shawnlemuel/video/7460087956921961746,"Jan 15, 6:31 PM",No,1102,27,1,"✨ POV: Korean Comfort Food Meets Highball Heaven at KeonBae ✨ Craving bold Korean flavors and refreshing drinks? KeonBae is the spot to be! Tucked in the heart of the city, this cozy yet lively bar se...",N/A
7459744708026322184,https://www.tiktok.com/@shawnlemuel/video/7459744708026322184,"Jan 14, 8:19 PM",No,889,13,1,"✨ POV: Bold and Authentic Flavors at Sichuan Alley ✨ Step into Sichuan Alley for an unforgettable dining experience in the heart of Telok Ayer. From the cozy ambiance to the exceptional service, this ...",N/A
7459394196860931336,https://www.tiktok.com/@shawnlemuel/video/7459394196860931336,"Jan 13, 9:39 PM",No,995,19,1,"📍@Erdangjia Hot Pot 29 Carpenter St, Level 2, Singapore 059923 #wheretoeat #lalapot #wheretosing #curryfishhead #singapore",N/A
7457763767019949330,https://www.tiktok.com/@shawnlemuel/video/7457763767019949330,"Jan 9, 12:12 PM",No,119K,4307,58,LUVE MEE United Square B1-09/64/65 #wheretoeat #instantnoodles #unitedsquaremall #novena #singapore,N/A
7457044558090669330,https://www.tiktok.com/@shawnlemuel/video/7457044558090669330,"Jan 7, 1:41 PM",No,1417,41,11,"1 Expo Dr, Singapore 486150 #wheretoeat #lechon #roastedpork #filipinofood #singapore",N/A
7456839374349683986,https://www.tiktok.com/@shawnlemuel/video/7456839374349683986,"Jan 7, 12:25 AM",No,1258,26,1,"3 Pickering St, 1-40/41 Nankin Row, Singapore 048660 #wheretoeat #aglioolio #pasta #italian #singapore",N/A
7456648796458470664,https://www.tiktok.com/@shawnlemuel/video/7456648796458470664,"Jan 6, 12:05 PM",No,1269,15,0,🌴✨ Discover the Tropical Vibes at Wheeler's Tropikana! ✨🌴 Looking for a unique dining experience with great food and even better ambiance? Wheeler’s Tropikana offers the perfect blend of Italian-inspi...,N/A
7455690805269826823,https://www.tiktok.com/@shawnlemuel/video/7455690805269826823,"Jan 3, 10:08 PM",No,1184,21,2,You can make song requests too! #wheretoeat #italianfood #liveband @Wheeler’s Tropikana @Shirlyn Tan,N/A
7455525220586130695,https://www.tiktok.com/@shawnlemuel/video/7455525220586130695,"Jan 3, 11:25 AM",No,5825,213,1,#wheretobuy #pasta #singapore #supplyanddemand,N/A
7455270538626288914,https://www.tiktok.com/@shawnlemuel/video/7455270538626288914,"Jan 2, 6:57 PM",No,1313,17,1,@Yi Jia South Village Seafood #wheretobuy #chinesefood #singapore #yijiasouthvillageseafood #foodiesg,N/A
7454213239782640903,https://www.tiktok.com/@shawnlemuel/video/7454213239782640903,"Dec 30, 2024, 10:34 PM",No,612,5,0,Sarap nito! #saranganibay #singapore #fillipinofood #milkfish #food @Prime Food Marketing Pte Ltd,N/A
7452666442677292296,https://www.tiktok.com/@shawnlemuel/video/7452666442677292296,"Dec 26, 2024, 6:32 PM",No,678,19,8,"✨Want to get a taste of Philippines🇵🇭? Here at LUCI'S Kitchen, where you can try authentic dishes to leave you wanting more! @Lucis kitchen 📍LUCI's Kitchen @ Lucky Plaza, Lv.4 🏢 304 Orchard Road #02-5...",N/A
7449670959335755016,https://www.tiktok.com/@shawnlemuel/video/7449670959335755016,"Dec 18, 2024, 4:48 PM",No,707,16,0,@Yi Jia South Village Seafood 2 Crabs for $45!? 🤯 Is this the most value for money crab deal in Singapore!? Oh and they also have deer meat.. definitely coming back for that #wheretoeat #saltedegg #cr...,N/A
7449196243273665800,https://www.tiktok.com/@shawnlemuel/video/7449196243273665800,"Dec 17, 2024, 10:06 AM",No,2312,33,9,Any lor mee fans? #wheretobuy #lormee #singapore #tiongbahrumarket #singaporefood,N/A
7448935053595364615,https://www.tiktok.com/@shawnlemuel/video/7448935053595364615,"Dec 16, 2024, 5:12 PM",No,717,14,0,"🍨Want to get sweet rush of dopamine? Try the most memorable artisanal in-house nut based gelato, Gelato Ice Cream! 📍Dopa Dopa @ Clarke Quay 🏠29 South Bridge Rd, #01-01, Singapore 058665 📍Another outle...",N/A
7448811316812188946,https://www.tiktok.com/@shawnlemuel/video/7448811316812188946,"Dec 16, 2024, 9:12 AM",No,5465,53,8,Spotted at Tiong Bahru Wet Market Level 2 #wheretobuy #fishballnoodles #singapore #yongtaufoo,N/A
7447848381948448018,https://www.tiktok.com/@shawnlemuel/video/7447848381948448018,"Dec 13, 2024, 6:55 PM",No,804,16,2,When mala is life… #mala #chinatown #singapore #wheretobuy #laziji,N/A
7447095066537069842,https://www.tiktok.com/@shawnlemuel/video/7447095066537069842,"Dec 11, 2024, 6:12 PM",No,783,21,4,Thank you @🇵🇭Makan Thoughts🇸🇬 Sa sunod ulit na collab 🤝 @JT's Manukan Grille PM Me for order links! #singapore #wheretobuy #inasal #jtmanukan #filipinofood,N/A
7446350667989519634,https://www.tiktok.com/@shawnlemuel/video/7446350667989519634,"Dec 9, 2024, 6:03 PM",No,991,48,5,"🌟Free Flow bites with Beer & Wine! ✨️ 🎉$22net Free flow beers and wine and Bites (Original Price $35.90+) 🕙Promotion period 10 - 15th Dec 📍Owen’s @ Joo Chiat [191 Joo Chiat Rd, Singapore 427462] 📲Show...",N/A
7445331228586298642,https://www.tiktok.com/@shawnlemuel/video/7445331228586298642,"Dec 7, 2024, 12:07 AM",No,1214,35,2,"📍Coffee Point @coffeepoint.sg Pasir Panjang Wholesale Centre 01-02 Wholesale Centre S)110001, 1, 110001 #wheretobuy #charkwayteow #coffeepoint #singapore #pasirpanjang",N/A
7445265525883637010,https://www.tiktok.com/@shawnlemuel/video/7445265525883637010,"Dec 6, 2024, 7:52 PM",No,998,37,0,"The pork lard was super generous 😍 Malaysian Hup Kee Fishball Noodle (AMK) 158 Ang Mo Kio Ave 4, 01-590, Singapore 560158 #wheretobuy #fishballnoodles #singapore #hupkee",N/A
7445230346196634887,https://www.tiktok.com/@shawnlemuel/video/7445230346196634887,"Dec 6, 2024, 5:36 PM",No,1190,49,4,"Taste Good Block 335 Smith St, 02-167 Red Zone, Chinatown Complex, Singapore 050335 #saltedeggchicken #tastegood #wheretobuy #singapore #chinatown",N/A
7444859378936696071,https://www.tiktok.com/@shawnlemuel/video/7444859378936696071,"Dec 5, 2024, 5:36 PM",No,1008,46,4,"🤯 ($39++) main plus free flow bites. Flash your video to get a 1-4-1 deal. Valid till end Dec 🕔 Mon 3pm-10.30pm Tues 11.30am-10.30pm Wed, Thur, Sat, Sun 11.30am-11pm Friday 11.30 am–12 am 🏢 Tap @ 9 Pe...",N/A
7442934306453949704,https://www.tiktok.com/@shawnlemuel/video/7442934306453949704,"Nov 30, 2024, 1:06 PM",No,7293,100,22,Pag ang panlasa mo talagang pang pinoy #singapore #andoks #luckyplaza #friedchicken #wheretobuy,N/A
7442720575501520136,https://www.tiktok.com/@shawnlemuel/video/7442720575501520136,"Nov 29, 2024, 11:17 PM",No,1126,34,1,"Christmas Vibes in This Cafe at CBD? 🏢 Rise Bakehouse ✅ Grape Yakult Honey Sencha ✅ Salted Maple Pecan Cream Latte ✅ Cheesy Chicken 📍 111 Somerset Rd, 01-05 TripleOne Somerset, Singapore 238164 @Rise ...",N/A
7442541499218234632,https://www.tiktok.com/@shawnlemuel/video/7442541499218234632,"Nov 29, 2024, 11:42 AM",No,15K,264,7,"Authentic Indonesian With Lime Rice And Coriander Chicken at CBD? 🏢 Palapa 📍 371 Beach Rd, 02-28, Singapore 199597 #singapore #indonesianfood #beachroad #wheretobuy #limerice @palapa.sg",N/A
7441251751400852754,https://www.tiktok.com/@shawnlemuel/video/7441251751400852754,"Nov 26, 2024, 12:17 AM",No,2128,65,2,"Nasi Lemak with Smoked Short Ribs?! (At Joo Chiat, From $16) 🏢 Chicken Hero 📍 95 Joo Chiat Rd, 01-02, Singapore 427389 #singapore #nasilemak #joochiat #wheretobuy #smokedshortribs @Eric from NYC",N/A
7441057810583948551,https://www.tiktok.com/@shawnlemuel/video/7441057810583948551,"Nov 25, 2024, 11:44 AM",No,14K,292,17,"Noche Buena Package in Singapore (From $149)! 🏢 JnJ Foodhub Featured in the video ✅ Crispy Pata ✅ Bihon ✅ Pares Overload ✅ Embutido ✅ Bulalo 📍 Blk 177 Toa Payoh Central, #01-176, Singapore 310177 #sin...",N/A
7441014358005632263,https://www.tiktok.com/@shawnlemuel/video/7441014358005632263,"Nov 25, 2024, 8:56 AM",No,713,15,0,"Fabrics, Scents, and More In this Boutique Pop Up Along Keong Saik (at ChezSuzette's)! 🏢 Market Pop Up Featured Vendors: 1. Chazzyberry 2. ChoisiPar 3. Maison Inabel 4. Filshopper 5. A&A Jewelry 6. Bo...",N/A
7440414553017421074,https://www.tiktok.com/@shawnlemuel/video/7440414553017421074,"Nov 23, 2024, 6:08 PM",No,1111,34,6,Replying to @zealicante6 dito po ma’am @Nanay's Kitchen Pte Ltd,N/A
7439676500418366728,https://www.tiktok.com/@shawnlemuel/video/7439676500418366728,"Nov 21, 2024, 6:24 PM",No,930,27,3,🎉 Help us spread love and joy! 🇵🇭💖 Nanay’s Kitchen and Share Your Spare Singapore Foundation are teaming up to support underprivileged kids in the Philippines. 🎁 For every party box and bento set purc...,N/A
7439575479792798994,https://www.tiktok.com/@shawnlemuel/video/7439575479792798994,"Nov 21, 2024, 11:52 AM",No,1084,34,2,"Learning never ends and improvement never stops. I am forever humbled because even actor/ businesman, Joel Torre, embraces and practices this mindset. I am amazed by how often our paths cross 😂 and ea...",N/A
7439506369792707847,https://www.tiktok.com/@shawnlemuel/video/7439506369792707847,"Nov 21, 2024, 7:24 AM",No,960,20,3,"🚨""Calling all foodies! Don't miss out on this exclusive deal for an authentic Filipino lunch experience. $9.90 Bento Set Promotion till end of December! Second Serving @ Tai Seng Tag a friend who love...",N/A
7439341604202220818,https://www.tiktok.com/@shawnlemuel/video/7439341604202220818,"Nov 20, 2024, 8:44 PM",No,793,24,2,🎉 Give me 90 seconds and I'll share what #foodtrek2024 is all about! 🎉 Stepping into this place felt like a fiesta! 🎊 Meeting so many amazing people and hearing their stories was incredible! 📸✨ I firs...,N/A
7439303737031838994,https://www.tiktok.com/@shawnlemuel/video/7439303737031838994,"Nov 20, 2024, 6:18 PM",No,960,31,4,🍲 Craving something delicious? Head over to Woodlands Claypot Prawn in 📍Woodlands or Tampines! Operating daily from 12pm to 9pm. 🕛 🌟 New on the menu: Pumpkin Prawn Broth 🍤✨ and 10 tasty sides to choos...,N/A
7439241826025884935,https://www.tiktok.com/@shawnlemuel/video/7439241826025884935,"Nov 20, 2024, 2:17 PM",No,820,17,0,Pleasantly surprised to see Jonathan and John Paul at #foodtrek2024 ! I first met them a few months ago and It was awesome to see them crafting their artisinal chocolate. Their goal is to elevate the ...,N/A
7438934073625578759,https://www.tiktok.com/@shawnlemuel/video/7438934073625578759,"Nov 19, 2024, 6:23 PM",No,1030,31,6,Blessed and honoured to be a part of this gathering celebrating our Filipino businesses in Singapore. Let us continue to support them so they can keep bringing filipino flavours abroad to our fellow f...,N/A
7437740617263861010,https://www.tiktok.com/@shawnlemuel/video/7437740617263861010,"Nov 16, 2024, 1:12 PM",No,1132,35,3,Yung Malalim na usapan pagkatapos.,N/A
7437528032539151634,https://www.tiktok.com/@shawnlemuel/video/7437528032539151634,"Nov 15, 2024, 11:27 PM",No,41K,636,35,Filipino inihaw in singapore which is halal!? Come to Ubi Block 301 and tambay here … make sure to chika with @Nanay's Kitchen Pte Ltd for the full experience 😎🤪 And yes the food is good… masarap ang ...,N/A
7437155810477706514,https://www.tiktok.com/@shawnlemuel/video/7437155810477706514,"Nov 14, 2024, 11:22 PM",No,31K,213,34,"🎉 Exciting news from Marina Food Hall! 🌟 Dive into their mouthwatering buffets, featuring everything from salmon sashimi to snow crab legs 🦀✨. Weekends are loaded with premium delights 🍣🦐. Please foll...",N/A
7436036323506507016,https://www.tiktok.com/@shawnlemuel/video/7436036323506507016,"Nov 11, 2024, 10:58 PM",No,18K,267,33,This is one of the few Halal Filipino Cuisines in Singapore 🏢 Nanay's Kitchen Caught up with @Nurse Benj and @Nanay's Kitchen Pte Ltd over a plate of fried bangus. The chilli is a special family recip...,N/A
7434531791576354056,https://www.tiktok.com/@shawnlemuel/video/7434531791576354056,"Nov 7, 2024, 9:40 PM",No,1430,47,2,"🇨🇳🇸🇬China’s largest Hunan restaurant chain, Nong Geng Ji, expands in Singapore with 3 new outlets! 🎉✨ Enjoy fresh, spicy, and bold Hunan flavors at their new orchardgateway outlet, featuring exclusive...",N/A
7433723377740696850,https://www.tiktok.com/@shawnlemuel/video/7433723377740696850,"Nov 5, 2024, 5:23 PM",No,596,9,0,"🌬️ Keep cool and comfy anywhere with the BabySquid Stroller Fan! 🚼👶 🔋 Long-lasting 6000mAh battery for all-day adventures 🌪️ Powerful breeze in a portable, flexible design 🌈 Perfect for strollers, des...",N/A
7433713560892476680,https://www.tiktok.com/@shawnlemuel/video/7433713560892476680,"Nov 5, 2024, 4:45 PM",No,1066,43,4,"🔥 Get warm coffee here! 💦 🚰 11 temperature modes for all your drinking needs 🆗 Quick one-button start, super easy to use 💧 3L large tank, perfect for daily use 🔒 Smart child lock for safety ⬆️ High ou...",N/A
7433594967630581010,https://www.tiktok.com/@shawnlemuel/video/7433594967630581010,"Nov 5, 2024, 9:05 AM",No,1369,39,0,🔥UPDATE➡️$28.90 promotion is extended while stocks last! Code discount (Shawnxmala) extended till end of November! ($28.90++) Affordable Mala Buffet with Free Flow Beer!! 🎉🎉 Get 10% off The Final Bill...,N/A
7433412832722504978,https://www.tiktok.com/@shawnlemuel/video/7433412832722504978,"Nov 4, 2024, 9:18 PM",No,870,37,0,"🤯 ($35.90++) Affordable Mala Buffet with Beer !! 🕔 From 6pm to closing weekdays only 🏢 Tap @ Chulia 📍63 Chulia Street, #01-01 S049514 #chulia #mala #tap #sgfoodie #singapore",N/A
7431768009942830343,https://www.tiktok.com/@shawnlemuel/video/7431768009942830343,"Oct 31, 2024, 10:55 AM",No,55K,1492,68,"❗️❗️ Authentic Car Car Lechon From Cebu in SIngapore! 🏢 CarCar Resto Cebu Lechon & Inasal 🗺Directions 1️⃣ From Paya Lebar Station Exit B, take bus 43, 134, 135 and alight at Tanjong Katong Girls' Scho...",N/A
7430063487776328978,https://www.tiktok.com/@shawnlemuel/video/7430063487776328978,"Oct 26, 2024, 8:41 PM",No,844,39,1,$666 Cash Vouchers up for grabs near Raffles Place! 🏢 Yaosobi By Kanpai Featured in the video ✅ Sunset Kiss Highball ✅ Yuzu Drift Tequila Shots ✅ Truffle Hotate Carpaccio ✅ Cheesy Dashimaki Tamago ✅ Y...,N/A
7429863012418473234,https://www.tiktok.com/@shawnlemuel/video/7429863012418473234,"Oct 26, 2024, 7:43 AM",No,1539,43,1,Can this charge an iphone up to 4 times!? 🔋UGREEN Nexode 130W Power Bank: ✅ Long-Lasting Power: Keep your devices charged multiple times without worrying about running out of battery. ✅ Quick Charging...,N/A
7428999461143055623,https://www.tiktok.com/@shawnlemuel/video/7428999461143055623,"Oct 23, 2024, 11:52 PM",No,1887,51,0,"RM10 Authentic Roasted Meats in KSL!! 🏢 You Kee XO Restaurant Featured in the video ✅ Roasted Duck and Char Siew Noodles 📍 Lot LG-33, KSL CITY Mall, 33, Jalan Seladang, Taman Abad, 80250 Johor Bahru, ...",N/A
7428631517120826642,https://www.tiktok.com/@shawnlemuel/video/7428631517120826642,"Oct 23, 2024, 12:04 AM",No,962,30,2,Cat Themed Izakaya in Singapore?! 🏢 Thirsty Neko Featured in the video ✅ Pork Jowl ✅ Smoked Beef Yukke ✅ Sashimi Mori ✅ Wing Pockets ✅ Laksa Udon ✅ Double Uni Pasta ✅ Smoked Mussel Pot ✅ Royal Flush ✅...,N/A
7427343122675338514,https://www.tiktok.com/@shawnlemuel/video/7427343122675338514,"Oct 19, 2024, 12:44 PM",No,1019,18,0,"($30++) 4 Beers and Wines! 🏢 Tap @ 9 Penang 🍻After work drinks just got better! 🥳 From Lagers, Pale ales, IPAs, Wheat, Stout, Cider , Chardonnay, Cabernet Sauvignon and more! 🤩Selection will change da...",N/A
7426947528546880776,https://www.tiktok.com/@shawnlemuel/video/7426947528546880776,"Oct 18, 2024, 11:09 AM",No,1229,51,2,"($28.90++) Affordable Mala Buffet with Free Flow Beer!! 🎉🎉 Get 10% off The Final Bill! ❗❗Only until the 31st of October 🏢 MALA & Craft Beer Restaurant @ Joo Chiat To participate, simply follow these 3...",N/A
7424172266843393298,https://www.tiktok.com/@shawnlemuel/video/7424172266843393298,"Oct 10, 2024, 11:40 PM",No,1151,24,0,Happy birthday Pareng Edsel! Sa susunod po ulit @Edsel Escobido #singapore #namibyhanjip #korean #grill #wagyu,N/A
7423256449079430418,https://www.tiktok.com/@shawnlemuel/video/7423256449079430418,"Oct 8, 2024, 12:26 PM",No,1005,32,0,"The ambience is fantastic, enjoyed the victorian contemporary aesthetic . Food is delicious and fresh. Home made as you can see from the video. Excited to try the gelato and cakes. Thank you Thiri and...",N/A
7423053075172183304,https://www.tiktok.com/@shawnlemuel/video/7423053075172183304,"Oct 7, 2024, 11:17 PM",No,1074,31,0,Home made authentic Indian Street Food in Singapore?! With @KEL ! 🏢 Semolina @Semolina Featured in the video ✅ Butter Chicken Rice Bowl ($12.90) ✅ Chicken Biryani ($14.9) ✅ Panner Sandwich ($14) ✅ Bom...,N/A
7421766132505382152,https://www.tiktok.com/@shawnlemuel/video/7421766132505382152,"Oct 4, 2024, 12:03 PM",No,1336,35,2,Would you try this ? #singapore #bhoomi #milindsovani #indian #finedining,N/A
7421563220856556807,https://www.tiktok.com/@shawnlemuel/video/7421563220856556807,"Oct 3, 2024, 10:55 PM",No,1417,40,1,Want to eat Singapore's 1st Una Tama Don in an inspired Japanese Street-style restaurant? 🏢 Tora-San Featured in the video ✅ Mount Fuji Kaisen San ✅ Una Tama Don ✅ Mentaiyaki Aka Ebi ✅ Chawanmushi (Tr...,N/A
7421396123920747783,https://www.tiktok.com/@shawnlemuel/video/7421396123920747783,"Oct 3, 2024, 12:07 PM",No,128K,2932,226,Here's where you can find authentic lechon and inasal in Singapore 🏢 CarCar Resto Cebu Lechon & Inasal 🚙🚗🏙 Featured in the video ✅ Pork Sisig ✅ Carcar Lechon ✅ Fried Bangus ✅ Chicken Inasal 📍 244 Tanj...,N/A
7419510622007594248,https://www.tiktok.com/@shawnlemuel/video/7419510622007594248,"Sep 28, 2024, 10:10 AM",No,925,23,2,"Introducing JT Manukan Grille’s newest launch… the party package! 🥳 Available to order via pickup and Foodpanda by next Monday!🚗 We had the party package B! ✅ 6x Paa (Chicken Leg & Thigh), ✅ 6x Pecho ...",N/A
7417839298042416391,https://www.tiktok.com/@shawnlemuel/video/7417839298042416391,"Sep 23, 2024, 10:05 PM",No,987,34,1,Tried this limited time offer.. A Beautiful Joseon Dynasty Set.. good for up to 6 pax (5 of hs had a good meal though one of us was worth two people 😆) at a private dining setting which is SMOKELESS. ...,N/A
7416936029925510408,https://www.tiktok.com/@shawnlemuel/video/7416936029925510408,"Sep 21, 2024, 11:39 AM",No,1119,23,1,Day 2 of Capcut tutorials… Let’s call this… obscured text! #shawndowhat #capcutedit #tutorial #overlay #singapore,N/A
7414851308856823058,https://www.tiktok.com/@shawnlemuel/video/7414851308856823058,"Sep 15, 2024, 8:50 PM",No,1140,40,1,How does #joeltorre ‘s see retirement? #singapore #filipino #luckyplaza #inasal #jtmanukangrille,N/A
7414733173981990151,https://www.tiktok.com/@shawnlemuel/video/7414733173981990151,"Sep 15, 2024, 1:11 PM",No,1361,34,2,Bubble tea ramen??! 🤯🤯 Surprisingly it works… but you have to try it for yourself… it’s a savoury and sweet combo which is difficult to comprehend unless you try it 😂🤯 #singapore #bubbletearamen #8deg...,N/A
