Video ID,Video URL,Date Posted,Caption,Views,Likes,Comments,Shawn Seconds,Total Seconds,Dominant Emotion,Emotion Confidence,Day Uploaded,Screen Time Percentage,Engagement Rate,Like-to-Comment Ratio,Weekday vs. Weekend Upload,Time Since Upload,Views per Day,Processed,Dominant_Topic,Topic_Label
7015094813859040514,https://www.tiktok.com/@shawnlemuel/video/7015094813859040514,2021-10-04 14:30:00,Life advice from a nation builder 💯💯#lky #jfs #sg #sgtiktok #fyp #positive,286000.0,9444.0,121.0,0,88.64,anger,0.6752831339836121,2021-10-04,0.0,3.34,78.05,0,1293.0,221.02,"['life', 'advice', 'nation', 'builder']",9,snack_thank_singapore
7015176894832250113,https://www.tiktok.com/@shawnlemuel/video/7015176894832250113,2021-10-04 19:49:00,"If you're reading this now, you are equipped to be successful ❤️💯#mylesmunroe #fyp #sgtiktok #sg",1651.0,16.0,4.0,0,40.76,joy,0.9978976249694824,2021-10-04,0.0,1.21,4.0,0,1293.0,1.28,"['read', 'equip', 'successful']",9,snack_thank_singapore
7015181047222619394,https://www.tiktok.com/@shawnlemuel/video/7015181047222619394,2021-10-04 20:05:00,"If you're reading this, I believe in your work ❤️💯#jfs #joyfullself #positive #mylesmunroe #fyp #sgtiktok #sg",1799.0,27.0,0.0,0,41.36,joy,0.9982510209083556,2021-10-04,0.0,1.5,0.0,0,1293.0,1.39,"['read', 'believe', 'work']",7,minute_christmas_idea
7015184179558108418,https://www.tiktok.com/@shawnlemuel/video/7015184179558108418,2021-10-04 20:17:00,Every problem in life is a business💯💯❤️💪#mylesmunroe #jfs #joyfullself #sg #sgtiktok #fyp,1970.0,31.0,0.0,0,38.56,joy,0.9983493089675904,2021-10-04,0.0,1.57,0.0,0,1293.0,1.52,"['problem', 'life', 'business']",7,minute_christmas_idea
7015194610750311682,https://www.tiktok.com/@shawnlemuel/video/7015194610750311682,2021-10-04 20:57:00,A great reminder during pandemic times. RIP Mr. Myles❤️❤️ #positive #jfs #joyfullself #mylesmunroe #sg #sgtiktok #fyp,2367.0,54.0,0.0,0,54.36,joy,0.9311398267745972,2021-10-04,0.0,2.28,0.0,0,1293.0,1.83,"['great', 'reminder', 'pandemic', 'time', 'rip', 'myle']",1,mala_follow_grille
7015212083142790402,https://www.tiktok.com/@shawnlemuel/video/7015212083142790402,2021-10-04 22:05:00,"Sometimes, we've got to be our own parent ☕#fyp #jfs #melrobbins",2631.0,59.0,0.0,0,55.72,joy,0.9988946318626404,2021-10-04,0.0,2.24,0.0,0,1293.0,2.03,"['get', 'parent']",8,follow_kitchen_power
7015212615551012097,https://www.tiktok.com/@shawnlemuel/video/7015212615551012097,2021-10-04 22:07:00,"If you're reading this, I sincerely believe that you will find your vein of gold ❤️💯#sgtiktok #fyp #sg #lky #joyfullself",82000.0,2576.0,45.0,0,41.56,joy,0.99846088886261,2021-10-04,0.0,3.2,57.24,0,1293.0,63.37,"['read', 'believe', 'find', 'vein', 'gold']",2,singapore_good_mookata
7015352292832480513,https://www.tiktok.com/@shawnlemuel/video/7015352292832480513,2021-10-05 07:09:00,Use the brownian movement of molecules🤔🧐#jfs #joyfullself #positive #conan #sg #sgtiktok #fyp,1534.0,16.0,0.0,0,36.08,joy,0.9976709485054016,2021-10-05,0.0,1.04,0.0,0,1292.0,1.19,"['use', 'brownian', 'movement', 'molecule']",8,follow_kitchen_power
7015383686572985601,https://www.tiktok.com/@shawnlemuel/video/7015383686572985601,2021-10-05 09:11:00,We wish you great physical and mental energy ☕❤️💯#sienfeld #fyp #sg #sgtiktok #jfs #joyfullself,1649.0,16.0,0.0,0,28.6,joy,0.998127281665802,2021-10-05,0.0,0.97,0.0,0,1292.0,1.28,"['wish', 'great', 'physical', 'mental', 'energy']",6,let_singapore_feature
7015384260437658882,https://www.tiktok.com/@shawnlemuel/video/7015384260437658882,2021-10-05 09:13:00,What things do you love?❤️☕#sienfeld #jfs #joyfullself #fyp #sg #sgtiktok,2669.0,30.0,0.0,0,27.56,joy,0.984808087348938,2021-10-05,0.0,1.12,0.0,0,1292.0,2.06,"['thing', 'love']",9,snack_thank_singapore
7015393776617164033,https://www.tiktok.com/@shawnlemuel/video/7015393776617164033,2021-10-05 09:50:00,Let's maximize our moments 💯☕#eckharttolle #fyp #sg #sgtiktok #joyfullself,1934.0,19.0,0.0,0,17.16,sadness,0.9930644631385804,2021-10-05,0.0,0.98,0.0,0,1292.0,1.5,"['let', 'maximize', 'moment']",9,snack_thank_singapore
7015394428995030274,https://www.tiktok.com/@shawnlemuel/video/7015394428995030274,2021-10-05 09:53:00,"Whatever our issues, there's always a solution 💯❤️#lky #sg #sgtiktok #fyp #joyfullself",21000.0,582.0,0.0,0,20.96,joy,0.5132166743278503,2021-10-05,0.0,2.77,0.0,0,1292.0,16.24,"['issue', 'solution']",7,minute_christmas_idea
7015575538836245761,https://www.tiktok.com/@shawnlemuel/video/7015575538836245761,2021-10-05 21:36:00,Let's be confident in who we are 💯#priyankachopra #fyp #sg #sgtiktok #jfs #joyfullself,2076.0,26.0,0.0,0,30.4,joy,0.9453262686729432,2021-10-05,0.0,1.25,0.0,0,1292.0,1.61,"['let', 'confident']",7,minute_christmas_idea
7015576155273104642,https://www.tiktok.com/@shawnlemuel/video/7015576155273104642,2021-10-05 21:38:00,Let's learn from experience⚡#larryellison #jfs #sg #sgtiktok #fyp #joyfullself,2225.0,23.0,0.0,0,16.2,joy,0.8541145324707031,2021-10-05,0.0,1.03,0.0,0,1292.0,1.72,"['let', 'learn', 'experience']",7,minute_christmas_idea
7015577115491929345,https://www.tiktok.com/@shawnlemuel/video/7015577115491929345,2021-10-05 21:42:00,People will love us for who we are❤️💯#priyankachopra #jfs #sg #sgtiktok #fyp #joyfullself,1691.0,22.0,0.0,0,18.4,joy,0.9974544644355774,2021-10-05,0.0,1.3,0.0,0,1292.0,1.31,"['people', 'love']",9,snack_thank_singapore
7015577871620132098,https://www.tiktok.com/@shawnlemuel/video/7015577871620132098,2021-10-05 21:45:00,It's okay to take risks 😉#sarablakely #fyp #sg #sgtiktok #jfs #joyfullself,2408.0,30.0,0.0,0,44.12,joy,0.998162806034088,2021-10-05,0.0,1.25,0.0,0,1292.0,1.86,"['okay', 'risk']",2,singapore_good_mookata
7015578449637084417,https://www.tiktok.com/@shawnlemuel/video/7015578449637084417,2021-10-05 21:47:00,Let's pave our way 🚝⚡#priyankachopra #sg #jfs #sgtiktok #joyfullself #fyp,2735.0,45.0,1.0,0,29.0,joy,0.9955154061317444,2021-10-05,0.0,1.68,45.0,0,1292.0,2.12,"['let', 'pave', 'way']",6,let_singapore_feature
7015579431087394049,https://www.tiktok.com/@shawnlemuel/video/7015579431087394049,2021-10-05 21:51:00,Let us be flexible and open minded 🔓💯#lky #sg #sgtiktok #fyp #jfs #joyfullself,40000.0,1056.0,19.0,0,27.08,joy,0.9916440844535828,2021-10-05,0.0,2.69,55.58,0,1292.0,30.94,"['let', 'flexible', 'open', 'minded']",6,let_singapore_feature
7015774544128527617,https://www.tiktok.com/@shawnlemuel/video/7015774544128527617,2021-10-06 10:28:00,Let's keep open minded 🧠#waynedryer #jfs #sg #sgtiktok #fyp #joyfullself,1843.0,25.0,0.0,0,34.4,joy,0.9954500794410706,2021-10-06,0.0,1.36,0.0,0,1291.0,1.43,"['let', 'open', 'minded']",6,let_singapore_feature
7015774928595176705,https://www.tiktok.com/@shawnlemuel/video/7015774928595176705,2021-10-06 10:29:00,Let's attract the good things ☕#waynedryer #sg #fyp #jfs #sgtiktok #joyfullself,1824.0,17.0,0.0,0,25.12,joy,0.7304503321647644,2021-10-06,0.0,0.93,0.0,0,1291.0,1.41,"['let', 'attract', 'good', 'thing']",6,let_singapore_feature
7015776494001622274,https://www.tiktok.com/@shawnlemuel/video/7015776494001622274,2021-10-06 10:36:00,Negativity is draining us. Let's be positive 😊#joyfullself #fyp #jfs #waynedryer #sg #sgtiktok,2273.0,29.0,0.0,0,50.88,anger,0.9627371430397034,2021-10-06,0.0,1.28,0.0,0,1291.0,1.76,"['negativity', 'drain', 'let', 'positive']",9,snack_thank_singapore
7015776959003184385,https://www.tiktok.com/@shawnlemuel/video/7015776959003184385,2021-10-06 10:37:00,Maybe it is true for some? Do comment below 😉#lky #sg #sgtiktok #jfs #joyfullself,103000.0,3189.0,11.0,0,14.6,sadness,0.5450117588043213,2021-10-06,0.0,3.11,289.91,0,1291.0,79.72,"['true', 'comment']",7,minute_christmas_idea
7015995662361840898,https://www.tiktok.com/@shawnlemuel/video/7015995662361840898,2021-10-07 00:46:00,First method to crush depression #marisapeer #sg #jfs #sgtiktok #fyp #joyfullself,2155.0,25.0,0.0,0,46.8,joy,0.9966654181480408,2021-10-07,0.0,1.16,0.0,0,1290.0,1.67,"['method', 'crush', 'depression']",7,minute_christmas_idea
7015996235521821953,https://www.tiktok.com/@shawnlemuel/video/7015996235521821953,2021-10-07 00:48:00,Second method to crush depression. Let's move confidently 😍#tonyrobbins #sg #fyp #sgtiktok #jfs #joyfullself,1865.0,25.0,0.0,0,42.76,joy,0.9712247252464294,2021-10-07,0.0,1.34,0.0,0,1290.0,1.44,"['second', 'method', 'crush', 'depression', 'let']",7,minute_christmas_idea
7015996763433618690,https://www.tiktok.com/@shawnlemuel/video/7015996763433618690,2021-10-07 00:50:00,Third method to beat sadness. Let's get moving! 🚶#melrobbins #fyp #sg #jfs #sgtiktok #joyfullself,2304.0,44.0,4.0,0,55.32,joy,0.8154354691505432,2021-10-07,0.0,2.08,11.0,0,1290.0,1.78,"['method', 'beat', 'sadness', 'let', 'move']",6,let_singapore_feature
7015997421855460610,https://www.tiktok.com/@shawnlemuel/video/7015997421855460610,2021-10-07 00:53:00,4th way to beat sad times. Let's get to know ourselves! 💯#edmylett #sg #jfs #fyp #sgtiktok #joyfullself,2276.0,14.0,0.0,0,19.0,joy,0.9970491528511048,2021-10-07,0.0,0.62,0.0,0,1290.0,1.76,"['4th', 'way', 'beat', 'sad', 'time', 'let', 'know']",7,minute_christmas_idea
7015998473984036097,https://www.tiktok.com/@shawnlemuel/video/7015998473984036097,2021-10-07 00:57:00,The last method to destroy sadness... Let's keep holistically fit! 🧠❤️🚶#lky #sg #fyp #sgtiktok #jfs #joyfullself #leekuanyew,121000.0,4282.0,42.0,0,44.44,joy,0.9373729825019836,2021-10-07,0.0,3.57,101.95,0,1290.0,93.73,"['method', 'destroy', 'sadness', 'let', 'fit']",6,let_singapore_feature
7016137112030285057,https://www.tiktok.com/@shawnlemuel/video/7016137112030285057,2021-10-07 09:55:00,Let's be personal leaders 😊💯#robinsharma #sg #sgtiktok #jfs #joyfullself #fyp,2271.0,34.0,0.0,0,31.24,joy,0.9972705245018004,2021-10-07,0.0,1.5,0.0,0,1290.0,1.76,"['let', 'personal', 'leader']",4,bak_teh_kut
7016138983998622978,https://www.tiktok.com/@shawnlemuel/video/7016138983998622978,2021-10-07 10:02:00,Let's have faith in our team💯#stevejobs #sg #fyp #jfs #sgtiktok #joyfullself,3391.0,68.0,1.0,0,44.32,joy,0.9987667798995972,2021-10-07,0.0,2.03,68.0,0,1290.0,2.63,"['let', 'faith', 'team']",9,snack_thank_singapore
7016139609197366529,https://www.tiktok.com/@shawnlemuel/video/7016139609197366529,2021-10-07 10:05:00,Let's empower our team 💪💯#garyvee #fyp #sg #joyfullself #sgtiktok,8080.0,102.0,0.0,0,34.68,joy,0.9990959167480468,2021-10-07,0.0,1.26,0.0,0,1290.0,6.26,"['let', 'empower', 'team']",0,singapore_udon_pork
7016141745314385154,https://www.tiktok.com/@shawnlemuel/video/7016141745314385154,2021-10-07 10:13:00,There is a responsibility to our leadership. Let's rise up💯#tonyrobbins #fyp #sg #sgtiktok #joyfullself,3116.0,35.0,0.0,0,25.16,joy,0.9871633052825928,2021-10-07,0.0,1.12,0.0,0,1290.0,2.41,"['responsibility', 'leadership', 'let', 'rise']",2,singapore_good_mookata
7016358405312875778,https://www.tiktok.com/@shawnlemuel/video/7016358405312875778,2021-10-08 00:14:00,What happens during late night snacking 👀#stevengundry #tombilyeu #fyp #sg #joyfullself #sgtiktok,26000.0,484.0,2.0,0,29.64,joy,0.8405406475067139,2021-10-08,0.0,1.87,242.0,0,1289.0,20.16,"['happen', 'late', 'night', 'snack']",9,snack_thank_singapore
7016358904632200449,https://www.tiktok.com/@shawnlemuel/video/7016358904632200449,2021-10-08 00:16:00,Lets do some brainwashing😉#stevengundry #tombilyeu #fyp #sg #sgtiktok #joyfullself,7424.0,130.0,0.0,0,15.68,anger,0.4039488434791565,2021-10-08,0.0,1.75,0.0,0,1289.0,5.76,"['let', 'brainwashing']",6,let_singapore_feature
7016359494389124353,https://www.tiktok.com/@shawnlemuel/video/7016359494389124353,2021-10-08 00:18:00,Mushrooms taste even better now 💡#stevengundry #tombilyeu #fyp #sg #sgtiktok #joyfullself,102000.0,4685.0,93.0,0,32.16,joy,0.9981656670570374,2021-10-08,0.0,4.68,50.38,0,1289.0,79.07,"['mushroom', 'taste']",4,bak_teh_kut
7016505592982424834,https://www.tiktok.com/@shawnlemuel/video/7016505592982424834,2021-10-08 09:45:00,Did it resonate? Share it below ⏬#davidlaroche #johnassaraf #fyp #sg #sgtiktok #joyfullself,2626.0,37.0,0.0,0,24.8,joy,0.9970566034317015,2021-10-08,0.0,1.41,0.0,0,1289.0,2.04,"['resonate', 'share']",3,singapore_good_food
7016513025016335617,https://www.tiktok.com/@shawnlemuel/video/7016513025016335617,2021-10-08 10:14:00,Health habits from a world leader💯#lky #leekuanyew #fyp #sg #sgtiktok #joyfullself,368000.0,6042.0,123.0,0,13.8,anger,0.5719233155250549,2021-10-08,0.0,1.68,49.12,0,1289.0,285.27,"['health', 'habit', 'world', 'leader']",2,singapore_good_mookata
7017335161574460674,https://www.tiktok.com/@shawnlemuel/video/7017335161574460674,2021-10-10 15:24:00,What are you passionate about? Comment and share! #lky #leekuanyew #fyp #sg #sgtiktok #joyfullself,459000.0,0.0,232.0,0,66.32,joy,0.5684457421302795,2021-10-10,0.0,0.05,0.0,1,1287.0,356.37,"['passionate', 'comment', 'share']",7,minute_christmas_idea
7017435548226784513,https://www.tiktok.com/@shawnlemuel/video/7017435548226784513,2021-10-10 21:53:00,How do you manage stress? Do share ⏬#andrewhuberman #fyp #sgtiktok #sg #joyfullself,2202.0,26.0,0.0,0,33.8,joy,0.9983201622962952,2021-10-10,0.0,1.18,0.0,1,1287.0,1.71,"['manage', 'stress', 'share']",1,mala_follow_grille
7017436516418931969,https://www.tiktok.com/@shawnlemuel/video/7017436516418931969,2021-10-10 21:57:00,How do you manage happiness? Share below 👇#fyp #sg #joyfullself #sgtiktok,2125.0,17.0,0.0,0,38.12,joy,0.661902904510498,2021-10-10,0.0,0.8,0.0,1,1287.0,1.65,"['manage', 'happiness', 'share']",1,mala_follow_grille
7018207400918306050,https://www.tiktok.com/@shawnlemuel/video/7018207400918306050,2021-10-12 23:49:00,Do you feel sluggish in the morning? #doctoroz #fyp #sg #sgtiktok #joyfullself,2416.0,16.0,0.0,0,27.4,joy,0.9393121600151062,2021-10-12,0.0,0.66,0.0,0,1284.0,1.88,"['feel', 'sluggish', 'morning']",7,minute_christmas_idea
7018208293898259713,https://www.tiktok.com/@shawnlemuel/video/7018208293898259713,2021-10-12 23:52:00,Another health habit from a world leader. Do you meditate? #lky #leekuanyew #sg #fyp #sgtiktok #joyfullself,24000.0,628.0,9.0,0,76.16,joy,0.5420733690261841,2021-10-12,0.0,2.65,69.78,0,1284.0,18.68,"['health', 'habit', 'world', 'leader', 'meditate']",2,singapore_good_mookata
7018735456141577474,https://www.tiktok.com/@shawnlemuel/video/7018735456141577474,2021-10-14 09:58:00,What is your 'one thing'? 💖#garyvee #fyp #sg #sgtiktok #joyfullself,2405.0,28.0,0.0,0,40.24,joy,0.9736526012420654,2021-10-14,0.0,1.16,0.0,0,1283.0,1.87,['thing'],6,let_singapore_feature
7018740804298542338,https://www.tiktok.com/@shawnlemuel/video/7018740804298542338,2021-10-14 10:19:00,Let's lay the daily brick 🧱 @Evan Carmichael #fyp #sg #sgtiktok #joyfullself,235000.0,7333.0,6.0,0,61.56,sadness,0.9835748672485352,2021-10-14,0.0,3.12,1222.17,0,1283.0,183.02,"['let', 'lie', 'daily', 'brick', 'carmichael']",6,let_singapore_feature
7019463780040035585,https://www.tiktok.com/@shawnlemuel/video/7019463780040035585,2021-10-16 09:04:00,@Evan Carmichael #johnmaxwell #fyp #sg #sgtiktok #joyfullself,2016.0,16.0,0.0,0,36.68,joy,0.994966685771942,2021-10-16,0.0,0.79,0.0,1,1281.0,1.57,['carmichael'],6,let_singapore_feature
7019492354180631809,https://www.tiktok.com/@shawnlemuel/video/7019492354180631809,2021-10-16 10:55:00,How can we drive our growth?💪💯 #lky #leekuanyew #sg #fyp #sgtiktok #joyfullself,17000.0,335.0,4.0,0,32.48,joy,0.6250673532485962,2021-10-16,0.0,1.99,83.75,1,1281.0,13.26,"['drive', 'growth']",9,snack_thank_singapore
7021114732010638594,https://www.tiktok.com/@shawnlemuel/video/7021114732010638594,2021-10-20 19:51:00,What is your motivation? Share it! 💯#fyp #lky #leekuanyew #sg #sgtiktok,30000.0,690.0,7.0,0,81.56,fear,0.9306743144989014,2021-10-20,0.0,2.32,98.57,0,1277.0,23.47,"['motivation', 'share']",3,singapore_good_food
7030760877926173953,https://www.tiktok.com/@shawnlemuel/video/7030760877926173953,2021-11-15 19:43:00,Follow for more #positive #energy #jimkwik #fyp #fypシ #sg #sgphils🇸🇬🇵🇭 #sgtiktok,8575.0,141.0,4.0,0,34.13333333333333,joy,0.9987753033638,2021-11-15,0.0,1.69,35.25,0,1251.0,6.85,['follow'],8,follow_kitchen_power
7031898119134579969,https://www.tiktok.com/@shawnlemuel/video/7031898119134579969,2021-11-18 21:16:00,Follow for more 💯 #steveharvey #fyp #motivation #success #entrepreneur,7123.0,158.0,0.0,0,33.375,joy,0.6932159066200256,2021-11-18,0.0,2.22,0.0,0,1248.0,5.7,['follow'],8,follow_kitchen_power
7032501848669981953,https://www.tiktok.com/@shawnlemuel/video/7032501848669981953,2021-11-20 12:18:00,"“If you are broken, you do not have to stay broken” 🥺 @selenagomez #selenagomez #fyp #heal #empowerment #strongmindset",1600000.0,0.0,432.0,0,49.29166666666666,sadness,0.9975411891937256,2021-11-20,0.0,0.03,0.0,1,1246.0,1283.08,"['break', 'stay', 'broken']",3,singapore_good_food
7033397102013123841,https://www.tiktok.com/@shawnlemuel/video/7033397102013123841,2021-11-22 22:12:00,Don't be limited by fear💯 #jimcarrey #fypシ #fyp #sg #sgtiktok #fear,9942.0,203.0,1.0,0,50.6,joy,0.8863507509231567,2021-11-22,0.0,2.05,203.0,0,1244.0,7.99,"['limit', 'fear']",7,minute_christmas_idea
7033745325282069761,https://www.tiktok.com/@shawnlemuel/video/7033745325282069761,2021-11-23 20:44:00,Aim for the sky 👆💯#jimcarrey #fyp #joyfullself #positive #fypシ,453000.0,0.0,55.0,0,29.88,joy,0.968128502368927,2021-11-23,0.0,0.01,0.0,0,1243.0,364.15,"['aim', 'sky']",2,singapore_good_mookata
7033768181311245570,https://www.tiktok.com/@shawnlemuel/video/7033768181311245570,2021-11-23 22:12:00,“keep your eye on your intention” 👁 #beyonce #fyp #motivation #success #goals #lawofattraction,6891.0,281.0,1.0,0,26.416666666666668,anger,0.4856758713722229,2021-11-23,0.0,4.09,281.0,0,1243.0,5.54,"['eye', 'intention']",0,singapore_udon_pork
7034088930341424386,https://www.tiktok.com/@shawnlemuel/video/7034088930341424386,2021-11-24 18:57:00,Let's blow this up😊💯💪 #localbusinesssg #sg #sgtiktok #fypシ #fyp #viral #entrepreneur,6206.0,26.0,0.0,0,30.508474576271187,joy,0.9946267008781432,2021-11-24,0.0,0.42,0.0,0,1242.0,4.99,"['let', 'blow']",6,let_singapore_feature
7034482513900850434,https://www.tiktok.com/@shawnlemuel/video/7034482513900850434,2021-11-25 20:24:00,Follow for more 💯 #oprahwinfrey #energy #motivation #manifestation #adulting,8455.0,184.0,0.0,0,60.208333333333336,joy,0.960722029209137,2021-11-25,0.0,2.18,0.0,0,1241.0,6.81,['follow'],8,follow_kitchen_power
7034850163353046273,https://www.tiktok.com/@shawnlemuel/video/7034850163353046273,2021-11-26 20:11:00,Let's show some love 🔥💯❤️#adulting #entrepreneur #singapore #mindset #viral,18000.0,149.0,3.0,0,34.54237288135593,joy,0.99679297208786,2021-11-26,0.0,0.84,49.67,0,1240.0,14.5,"['let', 'love']",9,snack_thank_singapore
7034854919077137665,https://www.tiktok.com/@shawnlemuel/video/7034854919077137665,2021-11-26 20:29:00,Follow for more 🔥💯💪#mindset #viral #joyfullself #lky #sgtiktok,662000.0,0.0,273.0,0,88.64,joy,0.8623797297477722,2021-11-26,0.0,0.04,0.0,0,1240.0,533.44,['follow'],8,follow_kitchen_power
7035084949413711106,https://www.tiktok.com/@shawnlemuel/video/7035084949413711106,2021-11-27 11:22:00,Hello good vibes! ✨😍 #oprahwinfrey #learningisfun #adulting #manifestation #sgtiktok,8247.0,175.0,2.0,0,39.875,fear,0.5220374464988708,2021-11-27,0.0,2.15,87.5,1,1239.0,6.65,"['good', 'vibe']",5,good_singapore_lechon
7035397564623097090,https://www.tiktok.com/@shawnlemuel/video/7035397564623097090,2021-11-28 07:35:00,Real talk 🔥 #ChrisRock #adulting #couple #sgtiktok #relationships,9591.0,263.0,0.0,0,59.125,joy,0.8945186734199524,2021-11-28,0.0,2.74,0.0,1,1238.0,7.74,"['real', 'talk']",5,good_singapore_lechon
7035926841101798658,https://www.tiktok.com/@shawnlemuel/video/7035926841101798658,2021-11-29 17:49:00,Follow for more 💯 #richardmontanez #motivation #success #belief #joyfullself,12000.0,286.0,4.0,0,74.4,joy,0.8981859087944031,2021-11-29,0.0,2.42,71.5,0,1237.0,9.69,['follow'],8,follow_kitchen_power
7036355939108277505,https://www.tiktok.com/@shawnlemuel/video/7036355939108277505,2021-11-30 21:34:00,"Do the things that you love, and you’ll feel less tired #DanPena #adulting #fyp #passion #worklife",8438.0,197.0,0.0,0,14.0,sadness,0.6824333667755127,2021-11-30,0.0,2.33,0.0,0,1236.0,6.82,"['thing', 'love', 'feel', 'tired']",5,good_singapore_lechon
7037482013250604290,https://www.tiktok.com/@shawnlemuel/video/7037482013250604290,2021-12-03 22:24:00,Growing strong thanks to you👊#learningisfun #adulting #joyfullself #gratitude #thankyou @heylionheart,22000.0,315.0,2.0,0,10.666666666666666,joy,0.4970695376396179,2021-12-03,0.0,1.44,157.5,0,1233.0,17.83,"['grow', 'strong', 'thank']",3,singapore_good_food
7037500273039920386,https://www.tiktok.com/@shawnlemuel/video/7037500273039920386,2021-12-03 23:35:00,Let's power through 🌟#learningisfun #adulting #sgtiktok #lky #gratitude,18000.0,366.0,3.0,0,57.44,joy,0.9989174604415894,2021-12-03,0.0,2.05,122.0,0,1232.0,14.6,"['let', 'power']",8,follow_kitchen_power
7037744517667196161,https://www.tiktok.com/@shawnlemuel/video/7037744517667196161,2021-12-04 15:23:00,This is the antidote to fear ‼️ #richardmontanez #successstories #learningisfun #adulting #empowerment,23000.0,292.0,0.0,0,46.88021354688021,fear,0.6863232851028442,2021-12-04,0.0,1.27,0.0,1,1232.0,18.65,"['antidote', 'fear']",9,snack_thank_singapore
7038879379627298049,https://www.tiktok.com/@shawnlemuel/video/7038879379627298049,2021-12-07 16:46:00,Work in silence 🤫‼️ #catherinepaiz #adulting #empowerment #workhard #success,2000000.0,0.0,676.0,0,25.75,sadness,0.6217924952507019,2021-12-07,0.0,0.03,0.0,0,1229.0,1626.02,"['work', 'silence']",9,snack_thank_singapore
7039667275762289922,https://www.tiktok.com/@shawnlemuel/video/7039667275762289922,2021-12-09 19:44:00,The art of giving 💞 #chazzpalminteri #entrepreneurs #learningisfun #adulting #empowerment,15000.0,413.0,2.0,0,10.208333333333334,joy,0.608830988407135,2021-12-09,0.0,2.77,206.5,0,1227.0,12.21,"['art', 'give']",8,follow_kitchen_power
